name,latitude,longitude,category,landmark,barangay,city,province
"GC Coffee",10.138993845025016,124.3113305233419,food,"Outside DENR Office","San Jose",Talibon,Bohol
"Dylan Beef Shawarma",11.580462468950206,122.75344317778945,food,"Infront of Unitop","Poblacion VIII (Barangay VIII)","Roxas City",Capiz
"Dylan Beef Shawarma",17.11868880849483,121.61602998152375,food,"In front of Unitop","Poblacion VIII (Barangay VIII)","Roxas City",Capiz
"DENOK'S GRILL ",10.140029803140939,124.32071754477856,food,"In front of cocolumber house","San Jose",Talibon,Bohol
HagemuNishimuraRosales,15.883925398296974,120.59872878715396,food,"in front of Jollibee","Carmen East",Rosales,Pangasinan
"Rafael' Cafe",11.584587456663659,122.74453824386,food,"Gabriels event center",Dayao,"Roxas City",Capiz
"CROSS ROAD FRIED CHICKEN",15.539143908601336,119.95286358520389,food,"Bago pumasok sa BAYAN ng MASINLOC ",Collat,Masinloc,Zambales
"Box Of Whim ",17.118784614892157,121.61613391712308,food,"Talipapa going to elementary school ","San Pedro East",Rosales,Pangasinan
"The Black Pizza Antipolo",14.587025609084929,121.18191679939628,food,"In front of former Antipolo Hall of Justice","San Luis",Antipolo,Rizal
"Sweet Treats By Tine",15.533412343943166,119.95687986124616,food,"Ramrod Supermarket",Inhobol,MASINLOC,ZAMBALES
"Paluto Ni Chef Toton",17.757591726100415,120.45662803575397,food,"regasco gas station",Lapting,"San Juan","Ilocos Sur"
"Café Pearl",15.739670090682301,120.44051018463081,food,"Near Petron Gasoline station along the high way ",Bilad,Camiling,Tarlac
"Budget Glamour",10.378065801012184,123.20088823508225,"non food","Linothangan- Old Brgy. Hall",Linothangan,"CANLAON CITY","NEGROS ORIENTAL"
"Kayejeyken Xian Eatery",13.970515929463886,122.5361487083137,food,"Petron Tagkawayan","Santa Cecilia",Tagkawayan,Quezon
"Don Macchiato- Tankulan",8.32480248379889,124.81265215203166,food,"BCC Arcade","Agusan Canyon","Manolo Fortich",Bukidnon
"Q8 FLOWERS",13.877024376764147,121.2118130363524,"non food","TAPAT NG EVERMAX",Poblacion,"Padre Garcia",Batangas
"Blue Monkey Food House",12.977895711167088,124.03629479929805,food,"Near in CITY HALL",Cabid-An,"Sorsogon City",Sorsogon
"Q8 FLOWERS SAN ANTONIO QUEZON",13.895915392167321,121.29257971420884,"non food","NEAR SAN ANTONIO MUNICIPAL HALL",Poblacion,"San Antonio",Quezon
"Daddy Tancio Snack Hauz",16.96030923426503,120.44382451102138,food,"National highway ",Bitalag,Tagudin,"Ilocos Sur"
"HIMAY HIMAY - MASINLOC",15.546500581402357,119.95959861204028,food,"Family Trade/Seafarm or KYE GROCERY STORE",Collat,MASINLOC,ZAMBALES
"Goodbites ",15.538414522059757,119.94657514616847,food,"Pasalubong center baywalk","South Poblacion",Masinloc,Zambales
"Masala Hotspot",17.118784613602216,121.61613391712308,food,"Infron of Camp Abat",Calaocan,Manaoag,Pangasinan
"Sisigyarn Food Kiosk",15.540343928114776,119.9527613259852,food,"National Highway",Collat,Masinloc,Zambales
"Pizzaro By Midway",10.38199772463294,123.23235360905528,food,"Midway Traveler’s Inn",Panubigan,"Canlaon City","Negros Oriental"
"HAPPY TUMMY ",7.309827290488806,125.66442115232348,food,"In front of sss old building","Santo Niño (Pob.)",Panabo,"Davao del Norte"
"Christine Sari - Sari Store",10.385405065714384,123.22570944204926,food,"Likod Total Gasoline Station ",Panubigan,"Canlaon City","Negros Oriental"
"Mabeth's Kakanin ",8.490293885950855,126.07861323282123,food,"Roman Catholic Church ",Javier,Barobo,"Surigao del Sur"
Burp'N,10.376657894155377,123.2468137331307,food,"Near Post harvest facilities",Panubigan,"Canlaon City","Negros Oriental"
"2DA MOONS CAFE ",10.388779558164742,123.21863697515003,food,"Mems corner ","Mabigo (Pob.)","CANLAON CITY","NEGROS ORIENTAL"
"Café Millenia Talibon",10.15285127772391,124.32765947654843,food,"Alturas Mall, front of PNB",Poblacion,Talibon,Bohol
"Sassys Online ",17.118708674575423,121.61612486466765,"non food","Setio Lucap Infront basketball court ","Mabigo (Pob.)","Canlaon City","Negros Oriental"
"Pilgrim's Café ",16.652913887334726,121.22051747515798,food,"Kinawayanan Bridge ","Poblacion West",Lamut,Ifugao
"ROASTER'S AVENUE ",10.389168201861143,123.22001745924354,food,"Old Oriental Bakeshop / San Jose Bakeshop / Innova Bakery","Mabigo (Pob.)","Canlaon City","Negros Oriental"
"Goyah Baking Supply",7.570150396980374,124.98603148385882,food,"At the back of Kibawe Foodcourt","West Kibawe (Pob.)",Kibawe,Bukidnon
"Ellas Pizza",13.877449464365059,121.21362218633294,food,"near ultramega",Poblacion,"Padre Garcia",Batangas
"Bolz Cafe",8.925632486766105,125.00654501840472,food,"Camp B-bai",Duka,Medina,"Misamis Oriental"
"Going Sober And Tea -Lamut Milk Tea Shop",16.651172256603505,121.21993945911527,food,,"Poblacion East",Lamut,Ifugao
"TAGZ Grilling Stationnegros",10.387029244970606,123.21831928566098,food,"Fronting Canlaon Children's park beside BiGMAK","Mabigo (Pob.)","Canlaon City","Negros Oriental"
"KapeHuan Talibon ",10.14864572932257,124.32495715096593,food,"Besides Angel's Burger ",Poblacion,Talibon,Bohol
"Dona's Chicken Stallilocos",16.93248473929217,120.44854084029794,food,"Yellow Market","Del Pilar (Pob.)",Tagudin,"Ilocos Sur"
"Project 2305 Cafe",15.712307972412034,120.3601580299437,food,"Near Sto Niño Hospital","Poblacion A",Camiling,Tarlac
"Yab You Kitchenette ",11.519223938459493,122.69655654206872,food,"Infront of Ivisan Elementary School ","Poblacion Norte",Ivisan,Capiz
"FABS BATCHOYAN",11.518311629996312,122.6912702433765,food,"WC BUILDING ","Poblacion Sur",Ivisan,Capiz
"Angkol Mars",17.118784613679278,121.61613391712308,food,"Marian College, Inc","Lower Ipil Heights",Ipil,"Zamboanga Sibugay"
"Cafe Greenz",15.541671856019542,119.95364075526595,food,"Independent Baptist Church",Inhobol,Masinloc,Zambales
"RICE & EGGS",10.672196628732225,122.34486697241664,food,"mitea beach",Cabasi,Guimbal,Iloilo
"K&B Bistro",16.93530884759779,120.44469656422734,food,"In front of ORIAM STUDIO(Near Zeny's Supermart)","Magsaysay (Pob.)",Tagudin,"Ilocos Sur"
"Zen - Zen Bakery",15.358990012007396,120.90480202808976,food,"399 Purok 3 ",Putlod,Jaen,"Nueva Ecija"
"Milky Brew Cafe",15.868666287871315,120.6343257240951,food,"TPLEX DIVERSION ROAD ","Cabalaoangan Sur",Rosales,Pangasinan
"Eggy Samgyup",15.5805113121103,119.94708644226193,food,,Taltal,Masinloc,Zambales
"Don Macchiatos",10.164536626152678,123.70870856568217,food,"Near Alberto's Pizza","Poblacion North","San Fernando",Cebu
"HARD HAT CAFE",15.7469120152655,119.90902187302709,food,"HARD HAT CAFE",Lipay,"Santa Cruz",Zambales
"Kathleen’s Mamilaw And Gotohan",16.95800440538178,120.44291155412793,food,"Beside magdalena resto",Dardarat,Tagudin,"Ilocos Sur"
"A & GC Desserts",8.9103397,125.0236715,food,"Covered Court South Poblacion Medina beside Cebuana ","South Poblacion",Medina,"Misamis Oriental"
"RD Cakes & Pastries ",16.65341690937565,121.22413074597715,food,"Zone 3 Sir Boy Luzano Residence ","Poblacion East",Lamut,Ifugao
"Food Tentations/Bean There Surallah",6.372421800496159,124.74670266732574,food,"National Highway, Beside DIY, Adjacent to RCBC Surallah","Libertad (Pob.)",Surallah,"South Cotabato"
"Yom's Craft",8.934137958218955,124.98532701414237,"non food","Portulin High School",Portulin,Medina,"Misamis Oriental"
"Casilda's RTW & General Merchandise",16.652399301613695,121.21748322620988,"non food","Lamut Public Market","Poblacion West",Lamut,Ifugao
"Mag's Eatery",11.575027535819215,122.74542236700654,food,"Sa gilid sang DYVR RMN RADIO STATION","Punta Tabuc","Roxas City",Capiz
"Bros Pizza",10.131126246865602,124.3190217576921,food,"Opposite of GMPH hospital ","San Jose",Talibon,Bohol
"Yanos Talabahan ",10.385487182335108,123.21498597040772,food,"Fron of Delicia Mall","Mabigo (Pob.)","Canlaon City","Negros Oriental"
"JBRUL BAKESHOP ",13.952263560185475,121.34489519521594,food,"Kanto ng blubar likod ng motortrde tabi ng terminal ng tricycle ",Lusacan,Tiaong,Quezon
"Gracey Dive Resort And Restaurant ",9.187999125936685,123.26730212196708,food,"Capt. Ponso St.","Poblacion II",Dauin,"Negros Oriental"
"18th Street",10.144317680576059,124.32149207219481,food,"Near San Jose National Highschool ",Poblacion,Talibon,Bohol
"Cold And Bite",17.118784613843772,121.61613391712308,food,"Near CN Gas station","New Visayas",Panabo,"Davao del Norte"
"Hannah Pharmacy ",10.369413491371047,123.21199597790837,food,"Near 7/11","Mabigo (Pob.)","Canlaon City","Negros Oriental"
"Cyril's Barbecue ",10.387484296194781,123.2179612107575,food,"Lagubo pina. Ka last nga tocinohan ","Mabigo (Pob.)","Canlaon City","Negros Oriental"
"Sinanglaw Unli Sabaw Restaurant",15.658962682628346,120.41054064407945,food,"near mormons church",Telbang,Camiling,Tarlac
"Sizz Xilogan",10.387263390609373,123.21708312258124,food,"Lagubo Street, Brgy.Mabigo (1st house in front of Catholic Church)","Mabigo (Pob.)","Canlaon City","Negros Oriental"
"Mang Atchans Canlaon",10.385225333652528,123.21757631376386,food,"National Highway, Brgy. Mabigo Canlaon City","Mabigo (Pob.)","Canlaon City","Negros Oriental"
"Dada's Sizzling House",13.875959369872833,121.20888439938426,food,"Beside Villa San Miguel","San Miguel","Padre Garcia",Batangas
"Bondat's Lechon",16.65191940688699,121.21826944872737,food,"Near Lamut Police station","Poblacion West",Lamut,Ifugao
Mango-go-yow,18.057564879493814,121.64030330255628,food,"Beside BDO","Centro Sur (Pob.)",Gattaran,CAGAYAN
"J?? Snackhub",10.383783186483033,123.21263467893004,food,"Samaka Village","Mabigo (Pob.)","Canlaon City","Negros Oriental"
"Zk's Foodie",18.07437273095232,121.87867557629943,food,"Tabi ng Cullit Elementary School",Cullit,Gattaran,CAGAYAN
"BJ-s Lechon Manok Station",6.37382093228784,124.74745871499181,food,,"Libertad (Pob.)",Surallah,"South Cotabato"
"Sander Chicken",8.30222570002621,126.00385570898652,food,"Public Market","Bayugan 3",Rosario,"Agusan del Sur"
"Maws Pizza",10.384216194670055,123.22766276076436,food,"Front of bus Terminal",Panubigan,"Canlaon City","Negros Oriental"
"Pro Feeds Poultry And Agricultural Supply",15.54473015731444,119.95219068601727,"non food","Pro Feed store infront of Arañas store and Instatin hardware",Collat,Masinloc,Zambales
"Tease Me Cafe",15.616978211270972,120.43484615162015,food,,"Poblacion West","Santa Ignacia",Tarlac
"HENYOS LECHON",10.144823624794622,124.32204561308026,food,"Beside Mercury DrugStore","San Jose",Talibon,Bohol
"1-Son Lechon Manok",10.137886824587648,124.31793278083205,food,"Near crossing stoplight","San Jose",Talibon,Bohol
"Waffle Time Surallah",6.371873019758095,124.74620712921023,food,"Maunlad Shopping Center","Libertad (Pob.)",Surallah,"South Cotabato"
Liammy,13.950355823729442,121.34431215003133,food,"Near southside school",Lusacan,Tiaong,Quezon
"Yum Venture Food Corporation",13.829063305526802,121.36791927739978,food,"Front of Devine Hospital","Sico II","San Juan",Batangas
"Mercs Cafe",6.380706874324078,124.75152460858226,food,"Beside GEB gasoline station fronting Allah Valley School","Libertad (Pob.)",Surallah,"South Cotabato"
"Mirra Cafe",13.963422024533365,121.32289638742805,food,"Near Gaudete School","Barangay IV (Pob.)",Tiaong,Quezon
"Resan VIP",8.120841413693299,122.67603797838092,food,"Liloy-Labason Road, Across Landbank Liloy","Baybay (Pob.)",Liloy,"Zamboanga del Norte"
"G & A ",11.297260085528439,124.67819904908536,food,Market,"Baybay (Pob.)",Carigara,LEYTE
"El Terible Burger And Thirtea Ann",16.65151541808991,121.21864622883652,food,"Municipal plaza","Poblacion West",Lamut,Ifugao
Luve,11.429095696547096,122.59670225903392,food,,"Poblacion Proper",Mambusao,Capiz
"Happy Hamster Mambusao",11.430212044107531,122.59474558755755,food,"Near angel's burger, infront of motoposh and print Ads","Poblacion Proper",Mambusao,Capiz
"Rarabellz Food Hub",15.619771911557283,120.37758534774184,food,"Public Market Parking area or beside angels burger","Poblacion Norte",Mayantoc,Tarlac
"EA ORLINA SARI-SARI STORE",13.217108875692727,123.61889848485589,"non food","Near Iglesia Ni Cristo Chapell, P2",Masarawag,Guinobatan,Albay
"Mouthnokan ",10.821163260468353,122.71656213328242,food,"2ND HOUSE AFTER CANDO WELDING SHOP IF YOU'RE HEADING TO BRGY PROPER.",Lacturan,Dumangas,Iloilo
"Oh Hau Halohalo And Snackscebu",11.278397377724552,124.03016796335578,food,"Left side Tapilon Port",Tapilon,Daanbantayan,Cebu
"Tambayan Shawarma And Grill",17.118232272914796,121.6165784702575,food,"Near Shell Gasoline Station","Poblacion West",Lamut,Ifugao
"Sugar Cafe By D&V",8.320052884436535,124.79494018480182,food,"Near GFuel and Libona National Highschool",Crossing,Libona,Bukidnon
"King's Restaurant",16.658452805825696,121.2116195820272,food,,"Poblacion West",Lamut,Ifugao
"Boneless Chicken ",10.697762288396861,122.5673693406364,food,"Marymart ",Edganzon,"Iloilo City",Iloilo
"37 Degrees Coffee - Mambusao",11.42910555561983,122.59673176333308,food,"Around the Corner of Pacifica ","Poblacion Proper",Mambusao,Capiz
"Wanda Blooms ",17.118784613677917,121.61613391712308,"non food","Infront of Alfonso Homes 1, near Alfamart ",Labas,"Santa Rosa",Laguna
"Yonahs Soft Serve Icecream And More",11.251907914805528,124.00092149153352,food,"Burgos Street Poblacion Daanbantayan Cebu, near St. Louisse Academy across Nenas Pension House",Poblacion,Daanbantayan,Cebu
"Dos-Dos Eat All You Can",17.118784613673824,121.61613391712308,food,"GARAY BUILDING",Poblacion,Barobo,"Surigao del Sur"
"R Sulit Finds",14.743336660887683,121.16376092657447,food,"Ph3B Eastwood Greenview Subd.","San Isidro",Rodriguez,Rizal
"Norte Sip And Savor",11.26842367145137,124.0099105797708,food,"Near CTU Daanbantayan Campus",Aguho,Daanbantayan,Cebu
"Anj Pizza Tiaong",13.959933394999936,121.32093099877238,food,Bantayan,"Barangay II (Pob.)",Tiaong,Quezon
"Kinamot  Grillhouse Ubay Branch",10.056375450530037,124.47396961972117,food,"Beside goldilocks",Poblacion,Ubay,Bohol
"Larry & Sam Flower Shop",10.14886321920332,124.32538764551282,"non food","Maryville Pension House Building; Beside Mashisseoyo K BBQ HOUSE",Poblacion,Talibon,Bohol
Mimzy,14.741322165566684,121.02275351062417,"non food","H & M Apartment Blk 5 Lot 9 St Pauline DEPARO Caloocan","Barangay 168",Caloocan,"Metro Manila"
"JRS Lechon Manok",10.052038568738585,124.47293998673558,food,"Atbang BFP",Poblacion,Ubay,Bohol
"Casa Lorena",16.651171278176236,121.21991227590178,food,"Beside Sober and Tea Lamut Branch","Poblacion East",Lamut,Ifugao
"Hibiti's Agricultural Farm",16.65500522074859,121.2129800300396,food,"Infront of kusina ni ynnah, shell gasoline station ","Poblacion West",Lamut,Ifugao
"JMJ Favor Food House ",10.891181760090113,122.4355454184115,food,"MBM Building","THTP Pob. (Taft-Thompson--Hughes-del Pilar)",Maasin,Iloilo
"Sweet Bite Pastries And Kitchen ",13.872655278646855,121.21672315523028,food,"Across Ages and Stages School of Padre Garcia and Dadudz Motorcycle Parts Shop ",Cawongan,"Padre Garcia",Batangas
"Brew Cafe",9.245231888536162,123.29448765143752,food,"Left side building, 2nd floor of Leon Kilat Mall Bacong Negros Oriental ","West Poblacion",Bacong,"Negros Oriental"
"J And B Supremo Dry Goods",17.118784613726575,121.61613391712308,"non food",Terminal,"Baybay (Pob.)",Carigara,Leyte
"Don Macchiatos Daanbantayan",11.249461068032566,124.00133220478892,food,"Don Macchiatos Daanbantayan",Poblacion,Daanbantayan,Cebu
"Jenny Special Kakanin",11.588264060586777,122.75646602734923,food,"Mejorada subdivision brgy inzo. Life goal tesda skull or mamas being laundry shop","Poblacion III (Barangay III)","Roxas City",Capiz
"Don Lemon",11.249879016179538,123.9991213940084,food,"near park",Poblacion,Daanbantayan,Cebu
"DAISY'S FOODIES",14.084414622444875,121.18196239694953,food,"RMK Massage Theraphy","San Pablo","Santo Tomas",Batangas
"Duka Bay Hotel And Resorts",8.928175099999999,124.9989403,food,"Duka Bay Hotel",Duka,Medina,"Misamis Oriental"
"Kiddies Restaurant",10.055678225429197,124.47424756363034,food,"Near mercury drugstore",Poblacion,Ubay,Bohol
"Kiddies Bakehaus",10.055663699462489,124.47426063939929,food,"Near Mercury Drugstore",Poblacion,Ubay,Bohol
"Brey's Homemade Siomai",11.50413480551918,122.76023419573903,food,"Sitio Switch",Adlawan,"Roxas City",Capiz
"MLZ Snack Corner",15.639206641138067,120.41175669059157,food,"Near MNHS",Malacampa,Camiling,Tarlac
"Takoyaki Station",17.11878461374663,121.61613391712308,food,"Near Saint Joseph College ",Poblacion,Sindangan,"Zamboanga del Norte"
"Chops & Cuts Chicken",6.787391216449379,125.21306371316314,food,"Bansalan Public Market","Poblacion Dos",Bansalan,"Davao del Sur"
"Vikings Food Hub",13.88985940797107,121.28566598519683,food,"Janssen Gas Station",Sampaguita,"San Antonio",Quezon
"Dencel' Treats Food And Cakes ",13.88958112934041,121.28523616120219,food,"Malapit sa Genesis Lying in. Katabi ng Malunggay Pandesal along national highway ",Sampaguita,"San Antonio",Quezon
"Dos Marias’",8.253142026409343,122.99433102831244,food,"Over short bridge, Honungan store right of way 3rd house",Disud,Sindangan,"Zamboanga del Norte"
"Anj Pizza",13.893285467329745,121.28982525318861,food,"Noknok bakery",Poblacion,"San Antonio",Quezon
"Dasig Coffee ",6.783024531728474,125.21682584658265,food,"Inside Lietos BBQ Haus parking area.",Poblacion,BANSALAN,"DAVAO DEL SUR"
"Miya Japanese Cake",11.584746425599551,122.75129271671177,food,"Infront of New Ginzu","Poblacion IV (Barangay IV)","Roxas City",Capiz
POTATO'TOP,10.05907454093229,124.47168169543147,food,"2story building, ubay public market Infront of traffic light beside fried chickenan ",Poblacion,Ubay,Bohol
JAFF,10.059017760485546,124.47195326909423,food,"Barbecue station in front of 2story Building ",Poblacion,Ubay,Bohol
"SHARIFFAS TALABAHAN SOUP & GRILL",10.14878499880241,124.32562267407776,food,"Balico, old E-Square",Poblacion,TALIBON,BOHOL
"Carl's Fried Of Ubay",10.05416326668062,124.46832759305835,food,Bypass,Poblacion,Ubay,Bohol
"Hot N Chix Inasal",13.946555921992456,121.36013114824891,food,,Talisay,Tiaong,Quezon
"K&M's FOOD Hauz",13.983012942970806,121.32789200171828,food,"Crossing Lalig Infront of City Mall Tiaong beside Regasco Tiaong",Lalig,Tiaong,Quezon
"Super Tuboʻ Cane Juice",17.11910119175195,121.61619493737815,food,"UMB Pharmacy",Mayamot,Antipolo,Rizal
"Arios Cafe",14.489029817290781,121.3062740676105,food,,"Hulo (Pob.)",Pililla,Rizal
"Atchie's Kitchen",13.894791887551076,121.289815697819,food,,Poblacion,"San Antonio",Quezon
"Try Mo Lomi Ko",13.89342608405992,121.28956909833458,food,"San Antonio Old Market",Poblacion,"San Antonio",Quezon
"L' ART DE Cafe ILOILO",11.055979417165295,122.8967714734867,food,DPWH,Santiago,"Barotac Viejo",Iloilo
"Bubbles Merchandise",14.621968784296772,121.16610584780574,food,"Mendoza Compound","San Luis",Antipolo,Rizal
"Kabayan Hub",10.123254657733616,124.31899326526526,food,"Near Balintawak Elem",Balintawak,Talibon,Bohol
"El Fresco Pizza",10.13047043429562,124.31470373645425,food,"Near Talibon Terminal","San Jose",Talibon,Bohol
"The Purple Blend - Kananga",11.183283424053625,124.56016207113862,food,"Atbang sa FERGINO TRADING",Poblacion,Kananga,Leyte
"Mango Heyhey",14.669459641729738,121.13434782251716,food,"Near Younis Fried Chicken",Silangan,"San Mateo",Rizal
"Maquis Sari Sari Store",14.616860445455526,120.967454072088,food,,"Barangay 89",Manila,"Metro Manila"
"UP KALA By Ta Ra Let's Eat Foodpark Pamp",14.976641387000509,120.50239222124219,food,"Beside 7/11","San Nicolas",Floridablanca,Pampanga
"Buffalo Chix Wings",13.8919146723394,121.28782491328732,food,"Infront of City water",Poblacion,"San Antonio",Quezon
"Troyz Meals And Snacks",8.912518411794327,125.02485143020749,food,"At the back of First Misamis Oriental General Hospital ","North Poblacion",Medina,"Misamis Oriental"
"Yami’s Croissant - Surallah",6.372837970308574,124.74623529240489,food,"Beside Petron Gasoline Station","Libertad (Pob.)",Surallah,"South Cotabato"
"Every1's Cafe By SLC",17.1187842926129,121.61613358184695,food,"Infront of Castro Hemodialysis Clinic",Tibag,Baliwag,Bulacan
"PURPLE YAM",9.103115224972676,125.56470500305295,food,"GD Commercial Building",Mabini,"Cabadbaran City","Agusan Del Norte"
"Tres Maria’s Eatery",11.576536793044133,122.74769553914666,food,"Front of Chinese School","Punta Tabuc","Roxas City",Capiz
"La' Pizzitalia",6.90157000561377,126.01602556183934,food,"Lupon Public Bus Terminal",Poblacion,Lupon,"Davao Oriental"
"Gudaibiyah Variety Store",11.053468958167723,122.47162850573659,food,"Emerald building ground floor","Poblacion Ilaya",Lambunao,Iloilo
"Days Cafe",15.78853742540003,121.00039595738053,food,"Zone 11 Saturno Ave. (Near ELIM School beside Enteng Cheesedesal)",Sibut,"San Jose City","Nueva Ecija"
"QML COFFEETEARIA ",11.183715286737836,124.56068711355329,food,"G&T POINT OF SALES MARKETING",Poblacion,Kananga,Leyte
"Café Millenia Ubay",10.057465192552613,124.47179133072495,food,"right wing side of catholic church",Poblacion,Ubay,Bohol
"Yelo Queens Purified Ice Cubes and Iced Goodies",18.15778793690173,120.64541196450591,food,,"San Vicente (Pob.)",Sarrat,"Ilocos Norte"
"Renz Refreshment",6.89748182896671,126.0119949066741,food,"Beside Minute Burger",Poblacion,Lupon,"Davao Oriental"
"Chloes Lechon Manok",6.895594499442335,126.01199271650924,food,"Comarra st corner",Poblacion,Lupon,"Davao Oriental"
"Kimbes' Refilling Station",10.05262751606245,124.47464654222131,"non food","Behind Puregold ",Poblacion,Ubay,Bohol
"Ron’s Flowershop",6.899679919253449,126.01169715756266,"non food","Flying V",Poblacion,Lupon,"Davao Oriental"
"TEA SQUARE",17.333881188129496,121.7603968642652,food,"JM JAMIE BLDG. BESIDE CEBUANA","Ragan Sur (Pob.)","Delfin Albano",Isabela
"Road 8 Food Services",17.11878429342153,121.61613358184695,food,"East Avenue Quezon City",Pinyahan,"Quezon City","Metro Manila"
"ZJAM’s STORE",10.058458662670331,124.47350032544773,"non food","inline with Pacheco’s Inn and MM hardware",Poblacion,Ubay,Bohol
"Uncle Brew Ubay",10.047295856662126,124.47320822884646,"non food","Near National Science High School",Fatima,Ubay,Bohol
"Ohhwee Frozen Yogurt Ubay",10.057873555368882,124.47291752323508,food,"Across Roman Catholic Church",Poblacion,Ubay,Bohol
"EgYok Food Hub",10.058600156768659,124.47284577414393,food,"Colis Street Poblacion",Poblacion,Ubay,Bohol
"Kapihan Sa Labak",13.957970019686384,121.2972610463372,food,"Along the way to Mountain view campsite, beside Tokyo mart","Ayusan II",Tiaong,Quezon
"Gavene's Restaurant",10.056402834950514,124.47057025507092,food,Baliko,Poblacion,Ubay,Bohol
"Aimi's Food House",17.12138770664532,121.61871185526252,food,"Front of Roxas Tennis court, beside lady queen mercandise","Rizal (Pob.)",Roxas,Isabela
"BOC Pharmacy",9.242342718973363,123.29344168869254,"non food","Baranggay Hall","South Poblacion",Bacong,"Negros Oriental"
"PARKBAY PIZZA",17.11982470128906,121.61916414275765,food,"Corner of roxas  public  childrens park","Vira (Pob.)",Roxas,Isabela
"Kalye Silog",14.674450254199476,121.07882329205293,food,"near Nissan and Iglesia Ni Kristo Commonwealth",Commonwealth,"Quezon City","Metro Manila"
"JAVIC PRINTING SERVICES",14.828504899793405,120.88416947051883,"non food","Infront of Sinag Pawnshop",Poblacion,Guiguinto,Bulacan
"JVR Rice And Corn Trading",6.785590329231851,125.21191888461871,food,"Besides Xavi Hardware.","Poblacion Dos",Bansalan,"Davao del Sur"
"Ja Lo Milktea",10.254773428853166,123.79955464974046,food,"Thyme Residences",Vito,Minglanilla,Cebu
"HAPPY HAUS DONUTS",14.828502954272839,120.88417449966073,food,"Infront of Sinag Pawnshop",Poblacion,Guiguinto,Bulacan
Occasions,8.907764927245935,125.02564469352365,"non food","Near Chooks to Go","South Poblacion",Medina,"Misamis Oriental"
"CHEZCA CLOTHING ",14.828517539296367,120.88424960151315,"non food","Infront kapitan Tano market",Poblacion,Guiguinto,Bulacan
"Lietos' BBQ & Food Haus",6.783002561228413,125.21670950576663,food,Lietos,"Poblacion Dos",BANSALAN,"DAVAO DEL SUR"
"Sweet Scoop By Eri",14.862678317712893,120.85389034822583,food,,"Santa Rita",Guiguinto,Bulacan
"HigherView Technologies And Services",9.192357370706894,123.26519591733813,"non food","Atbang sa XYZ Trading","Poblacion III",Dauin,"Negros Oriental"
"Café Blooms",13.895326952665275,121.29326803609729,food,"At the back of San Antonio Municipal Hall",Poblacion,"San Antonio",Quezon
"Lilo's Snack Corner",11.206424600856488,124.84720235690475,food,"Inside Metro store","San Antonio Pob. (Patong Norte)",Alangalang,Leyte
"AJ Bangtan Hearts Cafe",10.054681574265906,124.46850327774882,food,"In front BOHOL NORTHERN STAR COLLEGE ",Poblacion,Ubay,Bohol
"Rn'J Food Products",11.209534299239566,124.83835210000004,food,"Solamo Enterprises across RUSI",Binongto-an,Alangalang,Leyte
"King's Bagnet",11.58281712534195,122.75586990639567,food,"formerly savor bar","Poblacion II (Barangay II)","Roxas City",Capiz
"Colames Motor Shop ",6.788213377377761,125.21125456318259,"non food","Besides TMC Bansalan ","Poblacion Dos",Bansalan,"Davao del Sur"
"RMGD AGRI TRADING ",17.118783972695958,121.61613324657083,"non food","Near in Tricycle terminal ",Gogo,Estancia,Iloilo
"Con De Yelo",16.881713363031068,121.58849358781377,food,"Infront of the Food Court, Gate 4, brgy 3 san mateo isabela","Barangay III (Pob.)","San Mateo",Isabela
"Coffee City",10.384266498877587,124.98150169330886,food,"Town Center Sogod (Puregold)","Zone III (Pob.)",Sogod,"Southern Leyte"
"Cafe 415",13.891635365659813,121.28779424061844,food,"Beside Alfamart",Poblacion,"San Antonio",Quezon
"Pizza De Ubay ",17.11878461366974,121.61613391712308,food,"Purok 4 Poblacion Ubay near BDMPC infront of D2 Flower Village ",Poblacion,Ubay,Bohol
"Wish Mango - Mango Supreme",13.895122550484832,121.29170296047133,food,"Poblacion ",Poblacion,"San Antonio",Quezon
"Charm's Burger Station ",10.057004999484095,124.47369804605842,food,"Beside Total Gas Station Infront of Reymaries Bakery ",Poblacion,Ubay,Bohol
"RENZ Mushroom Treats",15.029795363599737,120.94318242743611,food,"Near nesabel","Cruz na Daan","San Rafael",Bulacan
"Masarapsa Kitchenette",14.713412362886627,121.05764469131827,food,,"North Fairview","Quezon City","Metro Manila"
"Siargao’s Kakanin Grill And Restaurant ",9.78777624537539,125.488631904456,food,,"Washington (Pob.)","Surigao City","Surigao del Norte"
"Buko Twist",10.05358654178126,124.47387775406241,food,Ubay,Poblacion,Ubay,Bohol
"ATIN Snack House By Tres Marias",13.879278386410178,121.30699759349227,food,N/a,Magsaysay,"San Antonio",Quezon
alo.coffee,10.05170901196755,124.48422717372947,"non food","Beside PNB",Poblacion,Ubay,Bohol
"Kapper Lolo Entengs Cafe",6.7922182829969024,125.20551351196563,food,"Near Monte De Oro ",Tubod,Bansalan,"Davao del Sur"
"Mafryl's Food Corner",15.970553672596361,120.21376607939601,food,"Near Socony, Gasoline station",Bacabac,Bugallon,Pangasinan
"Flavours By Shy",6.783349129133125,125.2128866685282,food,"Fusion gas station ","Poblacion Dos",Bansalan,"Davao del Sur"
